league,season,homeTeam,awayTeam,date,team,min,sec,x,y,goalYN,headerYN,bigChanceYN,fromCornerYN,fastBreakYN,penaltyYN,directFKYN,ownGoalYN,chanceX1,chanceY1,chanceX2,chanceY2,crossYN,throughballYN,indirectFKYN,secondThroughballYN,dribbleKeeperYN,dribbleBeforeYN,reboundYN,errorYN,onTarget,sixYard,penaltyArea,outBox,Premier League,La Liga,Ligue 1,Bundesliga,Serie A,state_-1,state_0,state_1,distance,angle,xg
Premier League,2019/2020,Sheff Utd,Crystal Palace,2019-08-18,Crystal Palace,56,12,20.299999999999997,33.0,0,0,0,0,0,0,0,0,71.9,40.0,80.2,32.5,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,26.478104161740884,19.092079207035546,0.024020547852177783
Premier League,2019/2020,Sheff Utd,Crystal Palace,2019-08-18,Crystal Palace,56,38,16.200000000000003,64.2,0,0,0,0,0,0,0,0,78.4,69.0,,,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,21.542516101885596,23.166378197957613,0.03976688090971204
Premier League,2019/2020,Sheff Utd,Crystal Palace,2019-08-18,Crystal Palace,57,23,25.900000000000006,57.3,0,0,0,0,0,0,0,0,74.9,72.6,74.2,56.3,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,26.909106265351888,23.118455209320803,0.024162165434581228
Premier League,2019/2020,Sheff Utd,Crystal Palace,2019-08-18,Sheff Utd,74,58,2.200000000000003,62.0,0,1,0,1,0,0,0,0,84.0,29.1,96.8,59.7,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,12.2,12.164353592122865,0.04038473532198609
Premier League,2019/2020,Sheff Utd,Crystal Palace,2019-08-18,Sheff Utd,82,47,3.799999999999997,50.3,0,0,0,1,0,0,0,0,99.5,99.5,96.2,50.3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,3.8118237105091803,112.5183634436424,0.1885893253777308
Premier League,2019/2020,Sheff Utd,Crystal Palace,2019-08-18,Sheff Utd,87,31,14.0,51.5,0,1,0,0,0,0,0,0,74.1,24.2,86.8,52.4,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,14.080127840328723,43.91535579130112,0.03405300637519635
Premier League,2019/2020,Sheff Utd,Crystal Palace,2019-08-18,Crystal Palace,99,0,17.799999999999997,53.0,0,0,0,0,0,0,0,0,76.2,73.3,82.1,53.0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,18.05103875127412,34.6729050324624,0.05697983822664593
Premier League,2019/2020,Chelsea,Leicester,2019-08-18,Chelsea,0,48,10.5,35.9,0,0,0,0,0,0,0,0,87.2,43.1,88.3,38.2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,17.580102388780336,23.40304891937132,0.06169193400068512
Premier League,2019/2020,Chelsea,Leicester,2019-08-18,Chelsea,1,51,13.799999999999997,41.2,0,0,0,0,0,0,0,0,80.3,28.6,,,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,16.36704005005181,33.756298254236995,0.07130400706178512
Premier League,2019/2020,Chelsea,Leicester,2019-08-18,Chelsea,6,6,13.799999999999997,47.0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,14.122322755127781,43.29896001303795,0.2319644260545673
Premier League,2019/2020,Chelsea,Leicester,2019-08-18,Leicester,19,38,23.700000000000003,47.9,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,23.792856070678024,26.854226612895612,0.03276332947131767
Premier League,2019/2020,Chelsea,Leicester,2019-08-18,Chelsea,20,27,10.5,50.3,0,1,0,0,0,0,0,0,90.2,22.2,89.5,50.3,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,10.504284840006958,56.960992854249724,0.057742114843104694
Premier League,2019/2020,Chelsea,Leicester,2019-08-18,Chelsea,25,42,7.799999999999997,53.8,0,0,1,0,0,0,0,0,97.1,65.7,92.1,54.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,8.67640478539354,64.30225284679044,0.47527292930290543
Premier League,2019/2020,Chelsea,Leicester,2019-08-18,Chelsea,46,4,23.599999999999994,57.9,0,0,0,1,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,24.887145276226434,24.627867543033794,0.03046970024268553
Premier League,2019/2020,Chelsea,Leicester,2019-08-18,Leicester,51,31,25.099999999999994,65.5,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,29.500169491038516,18.857580549981922,0.018408035091406247
Premier League,2019/2020,Chelsea,Leicester,2019-08-18,Chelsea,54,34,10.5,60.5,0,1,0,0,0,0,0,0,81.7,94.5,89.5,60.5,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,14.849242404917497,32.48361356280826,0.03446735991437176
Premier League,2019/2020,Chelsea,Leicester,2019-08-18,Leicester,58,37,17.799999999999997,68.5,0,0,0,1,0,0,0,0,71.6,71.1,81.7,73.8,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,25.672748197261622,17.944181120817763,0.02118852574463679
Premier League,2019/2020,Chelsea,Leicester,2019-08-18,Leicester,58,39,13.299999999999997,55.3,0,1,0,1,0,0,0,0,82.2,68.5,,,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,14.317122615944864,41.31571270115127,0.01845918631885006
Premier League,2019/2020,Chelsea,Leicester,2019-08-18,Leicester,59,32,5.400000000000006,68.7,0,0,0,0,0,0,0,0,81.1,93.2,82.4,70.5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,19.46406946144614,10.078174832778032,0.04605898020822247
Premier League,2019/2020,Chelsea,Leicester,2019-08-18,Leicester,62,32,26.599999999999994,50.4,0,0,0,1,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,26.60300734879423,24.1844393259504,0.020136325927115565
Premier League,2019/2020,Chelsea,Leicester,2019-08-18,Chelsea,64,58,8.599999999999994,43.3,0,1,0,0,0,0,0,0,86.6,38.0,91.4,43.3,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,10.901834707974613,48.62430522655796,0.04535179347715131
Premier League,2019/2020,Chelsea,Leicester,2019-08-18,Leicester,68,1,6.200000000000003,47.8,1,1,1,1,0,0,0,0,99.5,0.5,95.0,47.6,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,6.578753681359414,81.32024675862984,0.3268685092992413
Premier League,2019/2020,Chelsea,Leicester,2019-08-18,Leicester,71,4,29.099999999999994,33.3,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,33.55145302367693,16.880680999219823,0.0132517508135443
Premier League,2019/2020,Chelsea,Leicester,2019-08-18,Leicester,74,33,10.799999999999997,42.4,0,0,1,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,13.206059215375342,40.94465040131591,0.32426706778295544
Premier League,2019/2020,Chelsea,Leicester,2019-08-18,Chelsea,75,30,8.900000000000006,50.3,0,1,0,0,0,0,0,0,77.6,27.2,90.6,50.5,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,8.905054744357281,65.23309652312554,0.0773071609761254
Premier League,2019/2020,Chelsea,Leicester,2019-08-18,Leicester,76,8,30.599999999999994,46.0,0,0,0,0,0,0,0,0,56.6,86.0,62.0,50.7,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,30.860330523181368,20.768104918924752,0.017911513194546362
Premier League,2019/2020,Chelsea,Leicester,2019-08-18,Leicester,78,22,8.599999999999994,70.3,0,0,0,0,0,0,0,0,67.9,74.2,88.4,70.6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,22.046541678911904,12.197206991699264,0.03946877515080285
Premier League,2019/2020,Chelsea,Leicester,2019-08-18,Chelsea,78,57,3.0,73.5,0,0,0,0,0,0,0,0,72.3,46.7,77.3,75.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,23.69071548096427,3.700714847987897,0.03218713486316978
Premier League,2019/2020,Chelsea,Leicester,2019-08-18,Chelsea,84,25,27.400000000000006,65.2,0,0,0,0,0,0,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,31.33368794125582,18.213221106345536,0.048674619198848204
Premier League,2019/2020,Chelsea,Leicester,2019-08-18,Chelsea,86,48,22.599999999999994,55.7,0,0,0,0,0,0,0,0,82.9,54.8,77.8,57.3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,23.307724041613323,26.767508919296198,0.03759073134563666
Premier League,2019/2020,Chelsea,Leicester,2019-08-18,Leicester,90,12,11.799999999999997,36.6,0,0,0,0,0,0,0,0,88.4,14.0,87.2,33.7,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,17.85497129653251,25.16603336741138,0.06052373277937723
Premier League,2019/2020,Chelsea,Leicester,2019-08-18,Chelsea,91,5,33.8,54.5,0,0,0,0,0,0,0,0,68.2,16.5,55.5,53.6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,34.09824042381072,18.8258247903991,0.01306661265367671
Premier League,2019/2020,Chelsea,Leicester,2019-08-18,Chelsea,92,25,17.799999999999997,61.5,0,0,0,0,0,0,0,0,42.2,69.1,70.5,69.1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,21.19174367530902,25.970061768004772,0.045455554099585856
Premier League,2019/2020,Southampton,Liverpool,2019-08-17,Liverpool,3,0,19.799999999999997,44.9,0,0,0,0,0,0,0,0,66.4,46.1,69.5,53.4,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,20.446271053666482,30.346164254893626,0.04919726256233733
Premier League,2019/2020,Southampton,Liverpool,2019-08-17,Liverpool,6,13,27.200000000000003,46.0,0,0,0,1,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,27.492544443903334,23.20346578205233,0.020118442351998868
Premier League,2019/2020,Southampton,Liverpool,2019-08-17,Liverpool,12,13,11.5,28.5,0,0,0,0,0,0,0,0,94.0,16.7,87.0,27.1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,24.38237068047322,13.13057385977663,0.030816649921340377
Premier League,2019/2020,Southampton,Liverpool,2019-08-17,Southampton,17,31,10.099999999999994,33.9,0,0,1,1,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,19.0057885919001,19.303165766119292,0.17012118800984266
Premier League,2019/2020,Southampton,Liverpool,2019-08-17,Southampton,17,32,7.5,51.9,0,0,1,1,0,0,0,0,89.9,33.9,,,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,7.736924453553879,72.24924978891806,0.45025854398700876
Premier League,2019/2020,Southampton,Liverpool,2019-08-17,Southampton,20,18,4.5,48.1,0,1,1,1,0,0,0,0,99.6,99.8,95.5,46.6,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,4.8846698967279245,99.54923543708668,0.4091676959352457
Premier League,2019/2020,Southampton,Liverpool,2019-08-17,Southampton,28,14,11.900000000000006,53.3,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,12.349089035228474,48.502802620123866,0.10509209913474112
Premier League,2019/2020,Southampton,Liverpool,2019-08-17,Liverpool,32,2,6.099999999999994,72.1,0,0,0,0,0,0,0,0,45.7,84.5,91.8,72.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,22.926403991904174,8.026784741933463,0.03550988305473988
Premier League,2019/2020,Southampton,Liverpool,2019-08-17,Southampton,37,29,9.5,48.1,0,1,1,0,0,0,0,0,73.4,16.2,90.5,48.1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,9.68813707582629,60.46121774044193,0.2503205926192088
Premier League,2019/2020,Southampton,Liverpool,2019-08-17,Liverpool,45,41,16.5,64.6,1,0,0,0,0,0,0,0,86.8,86.6,84.8,74.8,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,22.032022149589444,22.55336256894803,0.041436712124419385
Premier League,2019/2020,Southampton,Liverpool,2019-08-17,Southampton,47,3,10.700000000000003,55.5,0,0,0,0,0,0,0,0,82.1,90.5,90.9,55.9,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,12.030793822520609,47.37872005645076,0.07746670772536117
Premier League,2019/2020,Southampton,Liverpool,2019-08-17,Liverpool,52,46,19.900000000000006,31.0,0,0,0,0,0,0,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,27.513814711886106,17.386259254567758,0.0690194926043977
Premier League,2019/2020,Southampton,Liverpool,2019-08-17,Southampton,55,39,24.400000000000006,60.6,0,0,0,0,0,0,0,0,73.2,73.4,75.5,58.8,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,26.60300734879424,22.38913950776501,0.024753805196654738
Premier League,2019/2020,Southampton,Liverpool,2019-08-17,Southampton,55,40,20.200000000000003,50.7,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,20.212125073826357,31.482538540875854,0.04638670799721734
Premier League,2019/2020,Southampton,Liverpool,2019-08-17,Liverpool,57,50,21.400000000000006,49.5,0,0,0,1,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,21.40584032454695,29.81498237040009,0.04281927653862375
Premier League,2019/2020,Southampton,Liverpool,2019-08-17,Liverpool,57,51,9.700000000000003,43.0,0,0,0,1,0,0,0,0,78.6,49.5,,,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,11.962023240238253,44.994819081349426,0.11998398298745354
Premier League,2019/2020,Southampton,Liverpool,2019-08-17,Liverpool,58,27,7.700000000000003,35.7,0,0,1,0,0,0,0,0,58.6,33.4,75.6,24.6,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,16.24130536625674,20.782932783249574,0.3644927107095432
Premier League,2019/2020,Southampton,Liverpool,2019-08-17,Liverpool,62,49,23.900000000000006,36.6,0,0,0,0,0,0,0,0,73.7,50.3,72.3,36.6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,27.400182481144174,20.772879888330127,0.028730459004804216
Premier League,2019/2020,Southampton,Liverpool,2019-08-17,Liverpool,65,56,20.900000000000006,39.5,0,0,0,0,0,0,0,0,84.7,25.8,79.2,39.5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,23.38931379925457,24.845428509011466,0.042726836421026045
Premier League,2019/2020,Southampton,Liverpool,2019-08-17,Liverpool,67,40,12.400000000000006,54.3,0,0,1,0,0,0,0,0,80.6,81.7,88.2,54.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,13.124404748406691,45.326096533049636,0.3672100119457905
Premier League,2019/2020,Southampton,Liverpool,2019-08-17,Southampton,69,46,21.599999999999994,46.2,0,0,0,0,0,0,0,0,72.4,64.9,74.1,47.8,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,21.931712199461305,28.76757235097163,0.039134427686420475
Premier League,2019/2020,Southampton,Liverpool,2019-08-17,Liverpool,73,30,16.5,50.5,1,0,0,0,0,0,0,0,88.5,91.7,86.5,73.4,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,16.507574019219177,38.08641474541921,0.21940117055976577
Premier League,2019/2020,Southampton,Liverpool,2019-08-17,Southampton,75,16,27.200000000000003,69.7,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,33.58466912149054,15.804926041571115,0.012160143503612752
Premier League,2019/2020,Southampton,Liverpool,2019-08-17,Liverpool,77,20,6.799999999999997,57.6,0,1,1,0,0,0,0,0,64.8,29.1,94.0,59.1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,10.198039027185569,47.3093413781252,0.2887539563722398
Premier League,2019/2020,Southampton,Liverpool,2019-08-17,Liverpool,79,17,11.799999999999997,67.3,0,0,0,0,0,0,0,0,93.2,73.9,89.8,64.5,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,20.94110789810319,18.329899900832746,0.05261540622797068
Premier League,2019/2020,Southampton,Liverpool,2019-08-17,Southampton,82,32,19.700000000000003,49.9,0,0,0,1,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,19.700253805471647,32.27382569923432,0.03947287263538218
Premier League,2019/2020,Southampton,Liverpool,2019-08-17,Southampton,85,15,10.299999999999997,48.1,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,10.473776778220927,56.672916984265996,0.28448249821996735
Premier League,2019/2020,Southampton,Liverpool,2019-08-17,Southampton,88,43,4.599999999999994,46.1,0,0,1,0,0,0,0,0,89.7,21.3,95.4,46.4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,6.030754513325835,85.76843471790151,0.4679480097640993
Premier League,2019/2020,Southampton,Liverpool,2019-08-17,Southampton,94,11,3.799999999999997,57.6,0,0,0,0,0,0,0,0,86.0,92.1,96.1,55.5,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,8.497058314499201,47.48955292199917,0.0978045457860412
Premier League,2019/2020,Norwich,Newcastle United,2019-08-17,Norwich,4,46,2.9000000000000057,42.8,0,0,1,0,0,0,0,0,97.1,29.8,95.9,42.2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,7.7620873481300166,49.980309954980505,0.44926171805996357
Premier League,2019/2020,Norwich,Newcastle United,2019-08-17,Norwich,7,8,8.299999999999997,45.2,0,0,0,0,0,0,0,0,88.2,18.9,91.3,46.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,9.588013350011561,57.86308501035922,0.1329396798263192
Premier League,2019/2020,Norwich,Newcastle United,2019-08-17,Newcastle United,8,5,4.700000000000003,32.4,0,0,1,0,0,0,0,0,72.1,90.3,93.1,30.6,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,18.216750533506247,10.147457542895177,0.12792393280745323
Premier League,2019/2020,Norwich,Newcastle United,2019-08-17,Norwich,14,35,3.799999999999997,33.9,0,0,1,0,0,0,0,0,84.2,11.6,90.8,24.4,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,16.542369842317033,10.18353704896093,0.2417381723997947
Premier League,2019/2020,Norwich,Newcastle United,2019-08-17,Norwich,15,6,8.400000000000006,46.2,0,1,0,1,0,0,0,0,99.5,0.5,92.1,42.1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,9.219544457292892,61.26183696946832,0.06205182012507689
Premier League,2019/2020,Norwich,Newcastle United,2019-08-17,Newcastle United,16,0,26.200000000000003,63.3,0,0,0,0,0,0,0,0,70.0,86.5,68.3,74.5,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,29.38247777162437,19.773084961207907,0.020538034272906704
Premier League,2019/2020,Norwich,Newcastle United,2019-08-17,Norwich,24,55,10.400000000000006,68.2,0,0,0,0,0,0,0,0,71.7,48.4,85.6,63.6,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,20.961870145576235,16.24436095291412,0.044570840771464074
Premier League,2019/2020,Norwich,Newcastle United,2019-08-17,Newcastle United,25,48,8.599999999999994,54.2,0,1,1,0,0,0,0,0,89.6,15.6,91.4,54.2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,9.570788891204316,58.91350315757292,0.27066864211687613
Premier League,2019/2020,Norwich,Newcastle United,2019-08-17,Norwich,26,50,24.099999999999994,31.2,0,0,0,0,0,0,0,0,73.1,13.7,78.4,18.5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,30.565503431155847,16.944451268812774,0.017548756569010487
Premier League,2019/2020,Norwich,Newcastle United,2019-08-17,Norwich,31,54,13.5,62.9,1,0,0,1,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,18.67243958351452,25.955126014862163,0.04643808496345536
Premier League,2019/2020,Norwich,Newcastle United,2019-08-17,Newcastle United,34,16,30.400000000000006,56.4,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,31.066380542316164,20.384779559580068,0.01607389795945577
Premier League,2019/2020,Norwich,Newcastle United,2019-08-17,Newcastle United,37,30,5.700000000000003,63.7,0,1,0,0,0,0,0,0,69.4,42.5,93.9,63.7,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,14.838463532320324,19.096322840349764,0.02684173605283493
Premier League,2019/2020,Norwich,Newcastle United,2019-08-17,Newcastle United,48,52,13.400000000000006,69.0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,23.24994623649698,16.734310738710697,0.03283871799563707
Premier League,2019/2020,Norwich,Newcastle United,2019-08-17,Newcastle United,48,55,14.200000000000003,35.7,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,20.152667317256046,23.424733552143305,0.05310077536543864
Premier League,2019/2020,Norwich,Newcastle United,2019-08-17,Newcastle United,51,4,9.299999999999997,58.1,0,1,0,1,0,0,0,0,99.5,99.5,88.1,59.4,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,12.332882874656677,41.553161863677275,0.0411294046321784
Premier League,2019/2020,Norwich,Newcastle United,2019-08-17,Newcastle United,63,32,3.9000000000000057,62.4,0,1,0,1,0,0,0,0,99.5,99.5,97.5,58.7,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,12.998846102635419,18.04364202641617,0.050664488511319127
Premier League,2019/2020,Norwich,Newcastle United,2019-08-17,Newcastle United,63,38,10.400000000000006,53.0,0,0,0,1,0,0,0,0,77.1,31.4,89.5,53.8,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,10.824047302187852,54.467351081077915,0.0747293350793474
Premier League,2019/2020,Norwich,Newcastle United,2019-08-17,Norwich,64,17,4.5,32.2,0,0,0,0,0,0,0,0,72.7,23.4,93.1,27.6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,18.360010893242954,9.55990394051198,0.06390979942415456
Premier League,2019/2020,Norwich,Newcastle United,2019-08-17,Norwich,65,43,14.5,61.2,1,0,0,0,0,0,0,0,79.1,62.9,86.2,70.5,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,18.32184488527288,28.59854235586166,0.0694021771693659
Premier League,2019/2020,Norwich,Newcastle United,2019-08-17,Norwich,73,9,17.900000000000006,50.3,0,0,0,0,0,0,0,0,85.0,25.9,78.0,31.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,17.90251378996816,35.31822276601734,0.0734392492256527
Premier League,2019/2020,Norwich,Newcastle United,2019-08-17,Norwich,77,32,12.400000000000006,52.8,1,0,1,0,0,0,0,0,87.8,43.1,,,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,12.712198865656568,47.59324126887242,0.6037645733219957
Premier League,2019/2020,Norwich,Newcastle United,2019-08-17,Norwich,80,48,20.900000000000006,61.2,0,0,0,0,0,0,0,0,47.5,55.8,59.1,37.0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,23.71181140275876,24.215871980632006,0.041864433995692195
Premier League,2019/2020,Norwich,Newcastle United,2019-08-17,Newcastle United,81,58,13.099999999999994,75.0,0,0,0,0,0,0,0,0,62.0,89.4,77.2,67.9,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,28.224280327406046,11.058521602993318,0.019570607195064454
Premier League,2019/2020,Norwich,Newcastle United,2019-08-17,Norwich,87,41,14.299999999999997,41.5,0,0,0,0,0,0,0,0,38.1,41.3,46.1,52.5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,16.63550420035413,33.72037158394733,0.08101162508521628
Premier League,2019/2020,Norwich,Newcastle United,2019-08-17,Norwich,88,27,9.099999999999994,53.6,0,1,0,1,0,0,0,0,99.5,0.5,95.7,56.4,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,9.786214794290993,58.617372479122864,0.05808165730411271
Premier League,2019/2020,Norwich,Newcastle United,2019-08-17,Norwich,89,36,10.400000000000006,33.0,0,0,0,0,0,0,0,0,40.9,65.1,73.5,27.4,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,19.928873525616048,18.010165412133517,0.0566501722086346
Premier League,2019/2020,Norwich,Newcastle United,2019-08-17,Newcastle United,95,46,6.400000000000006,63.1,1,0,0,0,0,0,0,0,72.3,72.0,92.4,66.0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,14.57978051961003,22.05549110024307,0.07555739460411678
Premier League,2019/2020,Manchester City,Tottenham,2019-08-17,Manchester City,6,48,10.799999999999997,54.2,0,0,0,0,0,0,0,0,90.2,28.8,88.9,52.2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,11.587924749496779,50.41760978095933,0.1123295115795354
Premier League,2019/2020,Manchester City,Tottenham,2019-08-17,Manchester City,7,4,8.799999999999997,29.5,0,0,0,1,0,0,0,0,96.7,9.5,93.6,14.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,22.30896680709351,12.169427484250892,0.030374854843622217
Premier League,2019/2020,Manchester City,Tottenham,2019-08-17,Manchester City,7,17,15.099999999999994,31.4,0,0,0,0,0,0,0,0,69.7,7.6,78.4,15.8,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,23.957671005337723,17.63579758910711,0.033017684476162094
Premier League,2019/2020,Manchester City,Tottenham,2019-08-17,Manchester City,8,15,14.200000000000003,67.6,0,0,0,0,0,0,0,0,79.8,86.6,80.0,70.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,22.614154859291112,18.67615732162175,0.038526655517176905
Premier League,2019/2020,Manchester City,Tottenham,2019-08-17,Manchester City,10,9,20.700000000000003,71.2,0,0,0,1,0,0,0,0,99.5,99.5,79.6,74.8,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,29.629883563726676,15.595530559030873,0.01563134948844791
